Sample_ID,Diet,Net_pen,gapdh_Cq,gapdh_PE,rnapo2_Cq,rnapo2_PE,hprt1_Cq,hprt1_PE,actb_Cq,actb_PE,Target,Target_PE,Target_Cq,Target_Cq_error,Target_func,Comments
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,plin2,2.00 ,19.19,0.04,lipid_metabolism,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,plin2,2.00 ,19.38,0.02,lipid_metabolism,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,plin2,2.00 ,19.72,0.11,lipid_metabolism,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,plin2,2.00 ,19.91,0.01,lipid_metabolism,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,plin2,2.00 ,19.31,0.01,lipid_metabolism,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,plin2,2.00 ,19.49,0.06,lipid_metabolism,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,plin2,2.00 ,19.16,0,lipid_metabolism,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,plin2,2.00 ,17.9,0.03,lipid_metabolism,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,plin2,2.00 ,18.31,0.01,lipid_metabolism,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,plin2,2.00 ,18.81,0.16,lipid_metabolism,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,plin2,2.00 ,18.33,0.04,lipid_metabolism,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,plin2,2.00 ,19.14,0.07,lipid_metabolism,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,plin2,2.00 ,19.78,0.01,lipid_metabolism,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,plin2,2.00 ,18.5,0.01,lipid_metabolism,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,plin2,2.00 ,19.16,0.06,lipid_metabolism,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,plin2,2.00 ,18.68,0.01,lipid_metabolism,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,plin2,2.00 ,20.39,0.02,lipid_metabolism,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,plin2,2.00 ,18.73,0.02,lipid_metabolism,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,plin2,2.00 ,18.95,0,lipid_metabolism,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,plin2,2.00 ,19.39,0,lipid_metabolism,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,plin2,2.00 ,19.53,0.1,lipid_metabolism,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,plin2,2.00 ,18.84,0.04,lipid_metabolism,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,plin2,2.00 ,18.65,0.09,lipid_metabolism,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,plin2,2.00 ,19,0.13,lipid_metabolism,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,plin2,2.00 ,18.26,0.08,lipid_metabolism,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,plin2,2.00 ,17.94,0.06,lipid_metabolism,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,plin2,2.00 ,18.73,0.01,lipid_metabolism,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,plin2,2.00 ,18.53,0.06,lipid_metabolism,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,plin2,2.00 ,19,0.08,lipid_metabolism,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,plin2,2.00 ,18.7,0.03,lipid_metabolism,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,mtp,2.00 ,20.56,0.05,lipid_metabolism,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,mtp,2.00 ,19.39,0.07,lipid_metabolism,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,mtp,2.00 ,19.72,0.07,lipid_metabolism,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,mtp,2.00 ,19.51,0.01,lipid_metabolism,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,mtp,2.00 ,20.11,0.09,lipid_metabolism,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,mtp,2.00 ,19.76,0.05,lipid_metabolism,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,mtp,2.00 ,19.64,0.06,lipid_metabolism,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,mtp,2.00 ,19.49,0.06,lipid_metabolism,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,mtp,2.00 ,19.59,0.05,lipid_metabolism,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,mtp,2.00 ,19.81,2.52,lipid_metabolism,19.81_23.38
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,mtp,2.00 ,19.78,0.01,lipid_metabolism,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,mtp,2.00 ,19.66,0.04,lipid_metabolism,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,mtp,2.00 ,19.65,0.01,lipid_metabolism,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,mtp,2.00 ,19.01,0.09,lipid_metabolism,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,mtp,2.00 ,19.34,0.04,lipid_metabolism,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,mtp,2.00 ,19.39,0.06,lipid_metabolism,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,mtp,2.00 ,19.32,0.07,lipid_metabolism,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,mtp,2.00 ,19.43,0.11,lipid_metabolism,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,mtp,2.00 ,19.41,0.07,lipid_metabolism,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,mtp,2.00 ,19.56,0.08,lipid_metabolism,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,mtp,2.00 ,19.04,0.03,lipid_metabolism,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,mtp,2.00 ,19.33,0.04,lipid_metabolism,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,mtp,2.00 ,19.7,0.03,lipid_metabolism,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,mtp,2.00 ,18.77,0,lipid_metabolism,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,mtp,2.00 ,19.37,0.06,lipid_metabolism,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,mtp,2.00 ,19.67,0.04,lipid_metabolism,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,mtp,2.00 ,20.02,0.08,lipid_metabolism,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,mtp,2.00 ,19.66,0.06,lipid_metabolism,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,mtp,2.00 ,19.4,0.1,lipid_metabolism,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,mtp,2.00 ,19.58,0.01,lipid_metabolism,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,mtp,2.00 ,19.03,0.03,lipid_metabolism,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,mtp,2.00 ,19.2,0.04,lipid_metabolism,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,mtp,2.00 ,19.18,0.14,lipid_metabolism,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,mtp,2.00 ,19.24,0.04,lipid_metabolism,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,mtp,2.00 ,19.45,0.08,lipid_metabolism,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,mtp,2.00 ,19.2,0.06,lipid_metabolism,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,apoa1,1.96,18.25,0.05,lipid_metabolism,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,apoa1,1.96,17.08,0.11,lipid_metabolism,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,apoa1,1.96,17.35,0.12,lipid_metabolism,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,apoa1,1.96,17.48,0.01,lipid_metabolism,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,apoa1,1.96,18.09,0.01,lipid_metabolism,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,apoa1,1.96,17.52,0.06,lipid_metabolism,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,apoa1,1.96,17.39,0.07,lipid_metabolism,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,apoa1,1.96,17.81,0.11,lipid_metabolism,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,apoa1,1.96,17.07,0.08,lipid_metabolism,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,apoa1,1.96,17.89,0.06,lipid_metabolism,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,apoa1,1.96,17.22,0.08,lipid_metabolism,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,apoa1,1.96,17.64,0.18,lipid_metabolism,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,apoa1,1.96,17.51,0.02,lipid_metabolism,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,apoa1,1.96,16.74,0.08,lipid_metabolism,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,apoa1,1.96,17.05,0.02,lipid_metabolism,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,apoa1,1.96,16.77,0.08,lipid_metabolism,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,apoa1,1.96,16.75,0.08,lipid_metabolism,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,apoa1,1.96,17.17,0.04,lipid_metabolism,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,apoa1,1.96,17.24,0.08,lipid_metabolism,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,apoa1,1.96,17.03,0.18,lipid_metabolism,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,apoa1,1.96,16.56,0.12,lipid_metabolism,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,apoa1,1.96,16.92,0.06,lipid_metabolism,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,apoa1,1.96,17.01,0,lipid_metabolism,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,apoa1,1.96,16.53,0.03,lipid_metabolism,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,apoa1,1.96,16.96,0.04,lipid_metabolism,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,apoa1,1.96,17.3,0.02,lipid_metabolism,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,apoa1,1.96,17.26,0.03,lipid_metabolism,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,apoa1,1.96,17.42,0.02,lipid_metabolism,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,apoa1,1.96,17.52,0.12,lipid_metabolism,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,apoa1,1.96,17.42,0.01,lipid_metabolism,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,apoa1,1.96,16.82,0.06,lipid_metabolism,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,apoa1,1.96,16.72,0.16,lipid_metabolism,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,apoa1,1.96,16.85,0.11,lipid_metabolism,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,apoa1,1.96,16.88,0.02,lipid_metabolism,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,apoa1,1.96,16.57,0.13,lipid_metabolism,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,apoa1,1.96,17.3,0.09,lipid_metabolism,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,apoa4,1.90 ,18.21,0.01,lipid_metabolism,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,apoa4,1.90 ,16.89,0.02,lipid_metabolism,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,apoa4,1.90 ,17.57,0.2,lipid_metabolism,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,apoa4,1.90 ,16.37,0.05,lipid_metabolism,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,apoa4,1.90 ,17.36,0.01,lipid_metabolism,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,apoa4,1.90 ,16.12,0,lipid_metabolism,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,apoa4,1.90 ,17.3,0.08,lipid_metabolism,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,apoa4,1.90 ,17.03,0.08,lipid_metabolism,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,apoa4,1.90 ,16.8,0.01,lipid_metabolism,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,apoa4,1.90 ,17.34,0.01,lipid_metabolism,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,apoa4,1.90 ,16.62,0.03,lipid_metabolism,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,apoa4,1.90 ,17.04,0.2,lipid_metabolism,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,apoa4,1.90 ,17.74,0,lipid_metabolism,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,apoa4,1.90 ,16.16,0.05,lipid_metabolism,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,apoa4,1.90 ,17.18,0.08,lipid_metabolism,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,apoa4,1.90 ,16.68,0.01,lipid_metabolism,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,apoa4,1.90 ,16.27,0.06,lipid_metabolism,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,apoa4,1.90 ,17.63,0,lipid_metabolism,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,apoa4,1.90 ,17,0.05,lipid_metabolism,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,apoa4,1.90 ,16.93,0.15,lipid_metabolism,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,apoa4,1.90 ,16.03,0.06,lipid_metabolism,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,apoa4,1.90 ,16.1,0.02,lipid_metabolism,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,apoa4,1.90 ,16.9,0.02,lipid_metabolism,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,apoa4,1.90 ,15.3,0.04,lipid_metabolism,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,apoa4,1.90 ,16.04,0.1,lipid_metabolism,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,apoa4,1.90 ,16.66,0.01,lipid_metabolism,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,apoa4,1.90 ,16.78,0.09,lipid_metabolism,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,apoa4,1.90 ,16.42,0.11,lipid_metabolism,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,apoa4,1.90 ,16.83,0.06,lipid_metabolism,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,apoa4,1.90 ,16.25,0.07,lipid_metabolism,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,apoa4,1.90 ,16.91,0.03,lipid_metabolism,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,apoa4,1.90 ,16.72,0.04,lipid_metabolism,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,apoa4,1.90 ,16.31,0.09,lipid_metabolism,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,apoa4,1.90 ,17.13,0.17,lipid_metabolism,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,apoa4,1.90 ,16.18,0.02,lipid_metabolism,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,apoa4,1.90 ,16.3,0.01,lipid_metabolism,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,apob,1.80 ,20.63,0.12,lipid_metabolism,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,apob,1.80 ,18.36,0.02,lipid_metabolism,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,apob,1.80 ,19.32,0.12,lipid_metabolism,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,apob,1.80 ,18.43,0.02,lipid_metabolism,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,apob,1.80 ,19.17,0.06,lipid_metabolism,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,apob,1.80 ,18.59,0.04,lipid_metabolism,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,apob,1.80 ,18.71,0.02,lipid_metabolism,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,apob,1.80 ,18.4,0.11,lipid_metabolism,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,apob,1.80 ,19.54,0.02,lipid_metabolism,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,apob,1.80 ,18.67,0.02,lipid_metabolism,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,apob,1.80 ,18.5,0.05,lipid_metabolism,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,apob,1.80 ,18.68,0.18,lipid_metabolism,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,apob,1.80 ,18.64,0.02,lipid_metabolism,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,apob,1.80 ,18.19,0.04,lipid_metabolism,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,apob,1.80 ,18.05,0.09,lipid_metabolism,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,apob,1.80 ,17.69,0.08,lipid_metabolism,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,apob,1.80 ,18.06,0.09,lipid_metabolism,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,apob,1.80 ,18.33,0.06,lipid_metabolism,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,apob,1.80 ,18.24,0.18,lipid_metabolism,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,apob,1.80 ,18.17,0.07,lipid_metabolism,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,apob,1.80 ,17.59,0.14,lipid_metabolism,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,apob,1.80 ,18.18,0.08,lipid_metabolism,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,apob,1.80 ,17.83,0.06,lipid_metabolism,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,apob,1.80 ,18.98,0.04,lipid_metabolism,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,apob,1.80 ,18.38,3.49,lipid_metabolism,18.38_23.32
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,apob,1.80 ,18.17,0.11,lipid_metabolism,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,apob,1.80 ,18.6,0.01,lipid_metabolism,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,apob,1.80 ,18.76,0.03,lipid_metabolism,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,apob,1.80 ,18.34,0.05,lipid_metabolism,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,apob,1.80 ,19.79,0.01,lipid_metabolism,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,apob,1.80 ,17.88,0.03,lipid_metabolism,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,apob,1.80 ,18.33,0.08,lipid_metabolism,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,apob,1.80 ,18,0.18,lipid_metabolism,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,apob,1.80 ,18.02,0.05,lipid_metabolism,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,apob,1.80 ,17.6,0,lipid_metabolism,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,apob,1.80 ,18.2,0.04,lipid_metabolism,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,chk,1.94,23.13,0.01,lipid_metabolism,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,chk,1.94,21.24,0.01,lipid_metabolism,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,chk,1.94,22.45,0.01,lipid_metabolism,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,chk,1.94,21.34,0.02,lipid_metabolism,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,chk,1.94,22.58,0.06,lipid_metabolism,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,chk,1.94,21.78,0.04,lipid_metabolism,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,chk,1.94,20.83,0.01,lipid_metabolism,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,chk,1.94,20.96,0.01,lipid_metabolism,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,chk,1.94,21.44,0.04,lipid_metabolism,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,chk,1.94,21.35,0.03,lipid_metabolism,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,chk,1.94,21.45,0.03,lipid_metabolism,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,chk,1.94,21.42,0.02,lipid_metabolism,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,chk,1.94,21.07,0.03,lipid_metabolism,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,chk,1.94,19.88,0.05,lipid_metabolism,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,chk,1.94,20.58,0.04,lipid_metabolism,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,chk,1.94,20.76,0.04,lipid_metabolism,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,chk,1.94,20.25,0.01,lipid_metabolism,
