Sample_ID,Diet,Net_pen,gapdh_Cq,gapdh_PE,rnapo2_Cq,rnapo2_PE,hprt1_Cq,hprt1_PE,actb_Cq,actb_PE,Target,Target_PE,Target_Cq,Target_Cq_error,Target_func,Comments
8,IM,110,19.09,1.90 ,23.88,1.80 ,21.36,2.00 ,14.34,1.86,tnfα,1.97,28.71,0.19,Immune_modulation
9,IM,110,18.83,1.90 ,24.57,1.80 ,21.78,2.00 ,14.7,1.86,tnfα,1.97,28.33,0.02,Immune_modulation
10,IM,110,18.53,1.90 ,24.02,1.80 ,21.72,2.00 ,14.09,1.86,tnfα,1.97,29.06,0.01,Immune_modulation
11,IM,110,18.66,1.90 ,24.37,1.80 ,21.22,2.00 ,14.48,1.86,tnfα,1.97,30.25,0.26,Immune_modulation
12,IM,110,19.05,1.90 ,24.11,1.80 ,21.73,2.00 ,14.27,1.86,tnfα,1.97,29.03,0.11,Immune_modulation
13,REF,111,18.02,1.90 ,24.01,1.80 ,21.83,2.00 ,14.12,1.86,tnfα,1.97,28.9,0.04,Immune_modulation
14,REF,111,18.23,1.90 ,24.18,1.80 ,22.35,2.00 ,14.41,1.86,tnfα,1.97,28.71,0.18,Immune_modulation
15,REF,111,18.61,1.90 ,23.72,1.80 ,21.35,2.00 ,14.55,1.86,tnfα,1.97,28.29,0.33,Immune_modulation,28.05_28.52
16,REF,111,18.58,1.90 ,24.23,1.80 ,21.89,2.00 ,14.31,1.86,tnfα,1.97,28.42,0.06,Immune_modulation
17,REF,111,18.46,1.90 ,24.18,1.80 ,21.18,2.00 ,14.53,1.86,tnfα,1.97,30.74,0.03,Immune_modulation
18,REF,111,18.47,1.90 ,24.02,1.80 ,21.52,2.00 ,14.38,1.86,tnfα,1.97,29.18,0.36,Immune_modulation,28.92_29.43
25,REF,101,19.1,1.90 ,23.95,1.80 ,21.76,2.00 ,14.14,1.86,tnfα,1.97,28.38,0.03,Immune_modulation
26,REF,101,18.2,1.90 ,23.94,1.80 ,20.87,2.00 ,14.19,1.86,tnfα,1.97,29.16,0.27,Immune_modulation
27,REF,101,19.49,1.90 ,23.8,1.80 ,21.61,2.00 ,14.2,1.86,tnfα,1.97,27.84,0.06,Immune_modulation
28,REF,101,18.44,1.90 ,24.23,1.80 ,21.54,2.00 ,14.59,1.86,tnfα,1.97,28.81,0.16,Immune_modulation
29,REF,101,18.3,1.90 ,24.11,1.80 ,21.67,2.00 ,14.24,1.86,tnfα,1.97,28.79,0.02,Immune_modulation
30,REF,101,18.56,1.90 ,24.23,1.80 ,21.93,2.00 ,14.4,1.86,tnfα,1.97,29.31,0.04,Immune_modulation
43,IM,104,18.31,1.90 ,24.11,1.80 ,21.87,2.00 ,14.62,1.86,tnfα,1.97,30.01,0.21,Immune_modulation
44,IM,104,18.24,1.90 ,23.93,1.80 ,21.12,2.00 ,14.43,1.86,tnfα,1.97,29.35,0.37,Immune_modulation,29.08_29.61
45,IM,104,18.4,1.90 ,24.18,1.80 ,21.14,2.00 ,14.58,1.86,tnfα,1.97,27.79,0.04,Immune_modulation
46,IM,104,18.37,1.90 ,24.2,1.80 ,21.37,2.00 ,14.51,1.86,tnfα,1.97,28.58,0.16,Immune_modulation
47,IM,104,18.45,1.90 ,24.06,1.80 ,21.07,2.00 ,14.52,1.86,tnfα,1.97,29,0.04,Immune_modulation
48,IM,104,18.28,1.90 ,23.95,1.80 ,22.17,2.00 ,14.33,1.86,tnfα,1.97,30.62,0.03,Immune_modulation
49,IM,105,18.57,1.90 ,24.17,1.80 ,20.95,2.00 ,14.63,1.86,tnfα,1.97,28.8,0.16,Immune_modulation
50,IM,105,18.66,1.90 ,23.79,1.80 ,21.02,2.00 ,14.07,1.86,tnfα,1.97,29.45,0.1,Immune_modulation
51,IM,105,18.9,1.90 ,24.21,1.80 ,22.14,2.00 ,14.26,1.86,tnfα,1.97,28.39,0.24,Immune_modulation
52,IM,105,18.38,1.90 ,24.09,1.80 ,21.82,2.00 ,13.97,1.86,tnfα,1.97,27.64,0.02,Immune_modulation
53,IM,105,18.62,1.90 ,24.24,1.80 ,21.44,2.00 ,14.35,1.86,tnfα,1.97,28.77,0.16,Immune_modulation
54,IM,105,18.29,1.90 ,24.19,1.80 ,21.31,2.00 ,14.32,1.86,tnfα,1.97,30.79,0.25,Immune_modulation
55,REF,106,18.26,1.90 ,23.99,1.80 ,21.84,2.00 ,14.44,1.86,tnfα,1.97,28.89,0.04,Immune_modulation
56,REF,106,18.43,1.90 ,23.85,1.80 ,21.44,2.00 ,14.2,1.86,tnfα,1.97,29.84,0.1,Immune_modulation
57,REF,106,18.78,1.90 ,24.41,1.80 ,21.51,2.00 ,14.42,1.86,tnfα,1.97,28.44,0.35,Immune_modulation,28.19_28.68
58,REF,106,18.55,1.90 ,24.44,1.80 ,21.67,2.00 ,14.56,1.86,tnfα,1.97,28.31,0.15,Immune_modulation
59,REF,106,18.13,1.90 ,24.15,1.80 ,21.22,2.00 ,14.41,1.86,tnfα,1.97,28.6,0.23,Immune_modulation
60,REF,106,18.5,1.90 ,24.32,1.80 ,22.21,2.00 ,14.43,1.86,tnfα,1.97,29.05,0.11,Immune_modulation
7,IM,110,18.64,1.90 ,24.72,1.80 ,21.39,2.00 ,14.68,1.86,il1β,1.80 ,28.18,0.1,Immune_modulation
8,IM,110,19.09,1.90 ,23.88,1.80 ,21.36,2.00 ,14.34,1.86,il1β,1.80 ,27,0.06,Immune_modulation
9,IM,110,18.83,1.90 ,24.57,1.80 ,21.78,2.00 ,14.7,1.86,il1β,1.80 ,28.61,0.11,Immune_modulation
10,IM,110,18.53,1.90 ,24.02,1.80 ,21.72,2.00 ,14.09,1.86,il1β,1.80 ,27.18,0.03,Immune_modulation
11,IM,110,18.66,1.90 ,24.37,1.80 ,21.22,2.00 ,14.48,1.86,il1β,1.80 ,28.07,0.14,Immune_modulation
12,IM,110,19.05,1.90 ,24.11,1.80 ,21.73,2.00 ,14.27,1.86,il1β,1.80 ,27.14,0.02,Immune_modulation
13,REF,111,18.02,1.90 ,24.01,1.80 ,21.83,2.00 ,14.12,1.86,il1β,1.80 ,27,0.05,Immune_modulation
14,REF,111,18.23,1.90 ,24.18,1.80 ,22.35,2.00 ,14.41,1.86,il1β,1.80 ,27.41,0.18,Immune_modulation
15,REF,111,18.61,1.90 ,23.72,1.80 ,21.35,2.00 ,14.55,1.86,il1β,1.80 ,28.09,0.13,Immune_modulation
16,REF,111,18.58,1.90 ,24.23,1.80 ,21.89,2.00 ,14.31,1.86,il1β,1.80 ,27.92,0.03,Immune_modulation
17,REF,111,18.46,1.90 ,24.18,1.80 ,21.18,2.00 ,14.53,1.86,il1β,1.80 ,30.78,0.16,Immune_modulation
18,REF,111,18.47,1.90 ,24.02,1.80 ,21.52,2.00 ,14.38,1.86,il1β,1.80 ,29.23,0.15,Immune_modulation
25,REF,101,19.1,1.90 ,23.95,1.80 ,21.76,2.00 ,14.14,1.86,il1β,1.80 ,25.68,0.02,Immune_modulation
26,REF,101,18.2,1.90 ,23.94,1.80 ,20.87,2.00 ,14.19,1.86,il1β,1.80 ,29.19,0.06,Immune_modulation
27,REF,101,19.49,1.90 ,23.8,1.80 ,21.61,2.00 ,14.2,1.86,il1β,1.80 ,25.82,0.04,Immune_modulation
28,REF,101,18.44,1.90 ,24.23,1.80 ,21.54,2.00 ,14.59,1.86,il1β,1.80 ,27.99,0.13,Immune_modulation
29,REF,101,18.3,1.90 ,24.11,1.80 ,21.67,2.00 ,14.24,1.86,il1β,1.80 ,27.34,0.11,Immune_modulation
30,REF,101,18.56,1.90 ,24.23,1.80 ,21.93,2.00 ,14.4,1.86,il1β,1.80 ,27.35,0.04,Immune_modulation
43,IM,104,18.31,1.90 ,24.11,1.80 ,21.87,2.00 ,14.62,1.86,il1β,1.80 ,27.67,0.1,Immune_modulation
44,IM,104,18.24,1.90 ,23.93,1.80 ,21.12,2.00 ,14.43,1.86,il1β,1.80 ,29.23,0.05,Immune_modulation
45,IM,104,18.4,1.90 ,24.18,1.80 ,21.14,2.00 ,14.58,1.86,il1β,1.80 ,27.36,0.01,Immune_modulation
46,IM,104,18.37,1.90 ,24.2,1.80 ,21.37,2.00 ,14.51,1.86,il1β,1.80 ,27.65,0.13,Immune_modulation
47,IM,104,18.45,1.90 ,24.06,1.80 ,21.07,2.00 ,14.52,1.86,il1β,1.80 ,29.81,0.49,Immune_modulation,29.46_30.16
48,IM,104,18.28,1.90 ,23.95,1.80 ,22.17,2.00 ,14.33,1.86,il1β,1.80 ,27.68,0.19,Immune_modulation
49,IM,105,18.57,1.90 ,24.17,1.80 ,20.95,2.00 ,14.63,1.86,il1β,1.80 ,29.66,0.18,Immune_modulation
50,IM,105,18.66,1.90 ,23.79,1.80 ,21.02,2.00 ,14.07,1.86,il1β,1.80 ,28.04,0.06,Immune_modulation
51,IM,105,18.9,1.90 ,24.21,1.80 ,22.14,2.00 ,14.26,1.86,il1β,1.80 ,24.47,0.04,Immune_modulation
52,IM,105,18.38,1.90 ,24.09,1.80 ,21.82,2.00 ,13.97,1.86,il1β,1.80 ,24.58,0.01,Immune_modulation
53,IM,105,18.62,1.90 ,24.24,1.80 ,21.44,2.00 ,14.35,1.86,il1β,1.80 ,29.11,0.02,Immune_modulation
54,IM,105,18.29,1.90 ,24.19,1.80 ,21.31,2.00 ,14.32,1.86,il1β,1.80 ,28.87,0.04,Immune_modulation
55,REF,106,18.26,1.90 ,23.99,1.80 ,21.84,2.00 ,14.44,1.86,il1β,1.80 ,28.43,0.08,Immune_modulation
56,REF,106,18.43,1.90 ,23.85,1.80 ,21.44,2.00 ,14.2,1.86,il1β,1.80 ,28.15,0.04,Immune_modulation
57,REF,106,18.78,1.90 ,24.41,1.80 ,21.51,2.00 ,14.42,1.86,il1β,1.80 ,27.7,0.16,Immune_modulation
58,REF,106,18.55,1.90 ,24.44,1.80 ,21.67,2.00 ,14.56,1.86,il1β,1.80 ,28.18,0.11,Immune_modulation
59,REF,106,18.13,1.90 ,24.15,1.80 ,21.22,2.00 ,14.41,1.86,il1β,1.80 ,29.44,0.25,Immune_modulation
60,REF,106,18.5,1.90 ,24.32,1.80 ,22.21,2.00 ,14.43,1.86,il1β,1.80 ,26.39,0.13,Immune_modulation
7,IM,110,18.64,1.90 ,24.72,1.80 ,21.39,2.00 ,14.68,1.86,il6,,33.32,0.56,Immune_modulation
8,IM,110,19.09,1.90 ,23.88,1.80 ,21.36,2.00 ,14.34,1.86,il6,,32.41,0.54,Immune_modulation
9,IM,110,18.83,1.90 ,24.57,1.80 ,21.78,2.00 ,14.7,1.86,il6,,31.89,0.26,Immune_modulation
10,IM,110,18.53,1.90 ,24.02,1.80 ,21.72,2.00 ,14.09,1.86,il6,,32.43,0.01,Immune_modulation
11,IM,110,18.66,1.90 ,24.37,1.80 ,21.22,2.00 ,14.48,1.86,il6,,33.16,0.17,Immune_modulation
12,IM,110,19.05,1.90 ,24.11,1.80 ,21.73,2.00 ,14.27,1.86,il6,,32.11,0.05,Immune_modulation
13,REF,111,18.02,1.90 ,24.01,1.80 ,21.83,2.00 ,14.12,1.86,il6,,31.97,0.61,Immune_modulation
14,REF,111,18.23,1.90 ,24.18,1.80 ,22.35,2.00 ,14.41,1.86,il6,,31.74,0.09,Immune_modulation
15,REF,111,18.61,1.90 ,23.72,1.80 ,21.35,2.00 ,14.55,1.86,il6,,31.89,0.53,Immune_modulation
16,REF,111,18.58,1.90 ,24.23,1.80 ,21.89,2.00 ,14.31,1.86,il6,,32.09,0.16,Immune_modulation
17,REF,111,18.46,1.90 ,24.18,1.80 ,21.18,2.00 ,14.53,1.86,il6,,33.57,0.52,Immune_modulation
18,REF,111,18.47,1.90 ,24.02,1.80 ,21.52,2.00 ,14.38,1.86,il6,,32.65,0.18,Immune_modulation
25,REF,101,19.1,1.90 ,23.95,1.80 ,21.76,2.00 ,14.14,1.86,il6,,31.81,0.16,Immune_modulation
26,REF,101,18.2,1.90 ,23.94,1.80 ,20.87,2.00 ,14.19,1.86,il6,,32.18,0.34,Immune_modulation
27,REF,101,19.49,1.90 ,23.8,1.80 ,21.61,2.00 ,14.2,1.86,il6,,31.23,0.29,Immune_modulation
28,REF,101,18.44,1.90 ,24.23,1.80 ,21.54,2.00 ,14.59,1.86,il6,,32.38,0.33,Immune_modulation
29,REF,101,18.3,1.90 ,24.11,1.80 ,21.67,2.00 ,14.24,1.86,il6,,31.96,0.29,Immune_modulation
30,REF,101,18.56,1.90 ,24.23,1.80 ,21.93,2.00 ,14.4,1.86,il6,,32.56,0.51,Immune_modulation
43,IM,104,18.31,1.90 ,24.11,1.80 ,21.87,2.00 ,14.62,1.86,il6,,33.25,0.8,Immune_modulation
44,IM,104,18.24,1.90 ,23.93,1.80 ,21.12,2.00 ,14.43,1.86,il6,,32.69,0.01,Immune_modulation
45,IM,104,18.4,1.90 ,24.18,1.80 ,21.14,2.00 ,14.58,1.86,il6,,31.7,0.24,Immune_modulation
46,IM,104,18.37,1.90 ,24.2,1.80 ,21.37,2.00 ,14.51,1.86,il6,,31.89,0.42,Immune_modulation
47,IM,104,18.45,1.90 ,24.06,1.80 ,21.07,2.00 ,14.52,1.86,il6,,32.49,0.28,Immune_modulation
48,IM,104,18.28,1.90 ,23.95,1.80 ,22.17,2.00 ,14.33,1.86,il6,,33.29,0.64,Immune_modulation
49,IM,105,18.57,1.90 ,24.17,1.80 ,20.95,2.00 ,14.63,1.86,il6,,32.4,0.47,Immune_modulation
50,IM,105,18.66,1.90 ,23.79,1.80 ,21.02,2.00 ,14.07,1.86,il6,,33.05,0.16,Immune_modulation
51,IM,105,18.9,1.90 ,24.21,1.80 ,22.14,2.00 ,14.26,1.86,il6,,31.48,0.45,Immune_modulation
52,IM,105,18.38,1.90 ,24.09,1.80 ,21.82,2.00 ,13.97,1.86,il6,,31.33,0.18,Immune_modulation
53,IM,105,18.62,1.90 ,24.24,1.80 ,21.44,2.00 ,14.35,1.86,il6,,32.27,0,Immune_modulation
54,IM,105,18.29,1.90 ,24.19,1.80 ,21.31,2.00 ,14.32,1.86,il6,,33.9,1.1,Immune_modulation
55,REF,106,18.26,1.90 ,23.99,1.80 ,21.84,2.00 ,14.44,1.86,il6,,32.2,0.31,Immune_modulation
56,REF,106,18.43,1.90 ,23.85,1.80 ,21.44,2.00 ,14.2,1.86,il6,,33.27,0.29,Immune_modulation
57,REF,106,18.78,1.90 ,24.41,1.80 ,21.51,2.00 ,14.42,1.86,il6,,32.05,0.02,Immune_modulation
58,REF,106,18.55,1.90 ,24.44,1.80 ,21.67,2.00 ,14.56,1.86,il6,,31.82,0.06,Immune_modulation
59,REF,106,18.13,1.90 ,24.15,1.80 ,21.22,2.00 ,14.41,1.86,il6,,32.71,0.35,Immune_modulation
60,REF,106,18.5,1.90 ,24.32,1.80 ,22.21,2.00 ,14.43,1.86,il6,,32.29,0.37,Immune_modulation
7,IM,110,18.64,1.90 ,24.72,1.80 ,21.39,2.00 ,14.68,1.86,il8,2.01,27.29,0.13,Immune_modulation
8,IM,110,19.09,1.90 ,23.88,1.80 ,21.36,2.00 ,14.34,1.86,il8,2.01,25.92,0.08,Immune_modulation
9,IM,110,18.83,1.90 ,24.57,1.80 ,21.78,2.00 ,14.7,1.86,il8,2.01,28.09,0.46,Immune_modulation,28.09_28.74_(lower_fluorescent_signal_in_this_well)
10,IM,110,18.53,1.90 ,24.02,1.80 ,21.72,2.00 ,14.09,1.86,il8,2.01,26.99,0.13,Immune_modulation
11,IM,110,18.66,1.90 ,24.37,1.80 ,21.22,2.00 ,14.48,1.86,il8,2.01,27.26,0.04,Immune_modulation
12,IM,110,19.05,1.90 ,24.11,1.80 ,21.73,2.00 ,14.27,1.86,il8,2.01,26.33,0.01,Immune_modulation
13,REF,111,18.02,1.90 ,24.01,1.80 ,21.83,2.00 ,14.12,1.86,il8,2.01,26.81,0.09,Immune_modulation
14,REF,111,18.23,1.90 ,24.18,1.80 ,22.35,2.00 ,14.41,1.86,il8,2.01,26.75,0.11,Immune_modulation
15,REF,111,18.61,1.90 ,23.72,1.80 ,21.35,2.00 ,14.55,1.86,il8,2.01,27.62,0.01,Immune_modulation
16,REF,111,18.58,1.90 ,24.23,1.80 ,21.89,2.00 ,14.31,1.86,il8,2.01,27.57,0.05,Immune_modulation
17,REF,111,18.46,1.90 ,24.18,1.80 ,21.18,2.00 ,14.53,1.86,il8,2.01,27.19,0.1,Immune_modulation
18,REF,111,18.47,1.90 ,24.02,1.80 ,21.52,2.00 ,14.38,1.86,il8,2.01,27.14,0.11,Immune_modulation
25,REF,101,19.1,1.90 ,23.95,1.80 ,21.76,2.00 ,14.14,1.86,il8,2.01,24.92,0.05,Immune_modulation
26,REF,101,18.2,1.90 ,23.94,1.80 ,20.87,2.00 ,14.19,1.86,il8,2.01,27.34,0.13,Immune_modulation
27,REF,101,19.49,1.90 ,23.8,1.80 ,21.61,2.00 ,14.2,1.86,il8,2.01,25.58,0.2,Immune_modulation
28,REF,101,18.44,1.90 ,24.23,1.80 ,21.54,2.00 ,14.59,1.86,il8,2.01,26.93,0.04,Immune_modulation
29,REF,101,18.3,1.90 ,24.11,1.80 ,21.67,2.00 ,14.24,1.86,il8,2.01,26.86,0.08,Immune_modulation
30,REF,101,18.56,1.90 ,24.23,1.80 ,21.93,2.00 ,14.4,1.86,il8,2.01,26.47,0.06,Immune_modulation
43,IM,104,18.31,1.90 ,24.11,1.80 ,21.87,2.00 ,14.62,1.86,il8,2.01,27.18,0.21,Immune_modulation
44,IM,104,18.24,1.90 ,23.93,1.80 ,21.12,2.00 ,14.43,1.86,il8,2.01,27.61,0.02,Immune_modulation
45,IM,104,18.4,1.90 ,24.18,1.80 ,21.14,2.00 ,14.58,1.86,il8,2.01,27.28,0.01,Immune_modulation
46,IM,104,18.37,1.90 ,24.2,1.80 ,21.37,2.00 ,14.51,1.86,il8,2.01,27.22,0.02,Immune_modulation
47,IM,104,18.45,1.90 ,24.06,1.80 ,21.07,2.00 ,14.52,1.86,il8,2.01,26.97,0.04,Immune_modulation
48,IM,104,18.28,1.90 ,23.95,1.80 ,22.17,2.00 ,14.33,1.86,il8,2.01,27.81,0.06,Immune_modulation
49,IM,105,18.57,1.90 ,24.17,1.80 ,20.95,2.00 ,14.63,1.86,il8,2.01,27.02,0.16,Immune_modulation
50,IM,105,18.66,1.90 ,23.79,1.80 ,21.02,2.00 ,14.07,1.86,il8,2.01,26.59,0.04,Immune_modulation
51,IM,105,18.9,1.90 ,24.21,1.80 ,22.14,2.00 ,14.26,1.86,il8,2.01,24.38,0.04,Immune_modulation
52,IM,105,18.38,1.90 ,24.09,1.80 ,21.82,2.00 ,13.97,1.86,il8,2.01,24.21,0.04,Immune_modulation
53,IM,105,18.62,1.90 ,24.24,1.80 ,21.44,2.00 ,14.35,1.86,il8,2.01,27.03,0.08,Immune_modulation
54,IM,105,18.29,1.90 ,24.19,1.80 ,21.31,2.00 ,14.32,1.86,il8,2.01,26.72,0.08,Immune_modulation
55,REF,106,18.26,1.90 ,23.99,1.80 ,21.84,2.00 ,14.44,1.86,il8,2.01,27.84,0.05,Immune_modulation
56,REF,106,18.43,1.90 ,23.85,1.80 ,21.44,2.00 ,14.2,1.86,il8,2.01,27.13,0.06,Immune_modulation
57,REF,106,18.78,1.90 ,24.41,1.80 ,21.51,2.00 ,14.42,1.86,il8,2.01,27.51,0.21,Immune_modulation
58,REF,106,18.55,1.90 ,24.44,1.80 ,21.67,2.00 ,14.56,1.86,il8,2.01,27.12,0.02,Immune_modulation
59,REF,106,18.13,1.90 ,24.15,1.80 ,21.22,2.00 ,14.41,1.86,il8,2.01,27.47,0.01,Immune_modulation
60,REF,106,18.5,1.90 ,24.32,1.80 ,22.21,2.00 ,14.43,1.86,il8,2.01,26.37,0.01,Immune_modulation
7,IM,110,18.64,1.90 ,24.72,1.80 ,21.39,2.00 ,14.68,1.86,ifnγ,1.90 ,27.66,0.18,Immune_modulation
8,IM,110,19.09,1.90 ,23.88,1.80 ,21.36,2.00 ,14.34,1.86,ifnγ,1.90 ,26.03,0.11,Immune_modulation
9,IM,110,18.83,1.90 ,24.57,1.80 ,21.78,2.00 ,14.7,1.86,ifnγ,1.90 ,29.44,0.01,Immune_modulation
10,IM,110,18.53,1.90 ,24.02,1.80 ,21.72,2.00 ,14.09,1.86,ifnγ,1.90 ,26.27,0.01,Immune_modulation
11,IM,110,18.66,1.90 ,24.37,1.80 ,21.22,2.00 ,14.48,1.86,ifnγ,1.90 ,28.61,0.06,Immune_modulation
12,IM,110,19.05,1.90 ,24.11,1.80 ,21.73,2.00 ,14.27,1.86,ifnγ,1.90 ,26.86,0.02,Immune_modulation
13,REF,111,18.02,1.90 ,24.01,1.80 ,21.83,2.00 ,14.12,1.86,ifnγ,1.90 ,27.77,0.11,Immune_modulation
14,REF,111,18.23,1.90 ,24.18,1.80 ,22.35,2.00 ,14.41,1.86,ifnγ,1.90 ,27.72,0.06,Immune_modulation
15,REF,111,18.61,1.90 ,23.72,1.80 ,21.35,2.00 ,14.55,1.86,ifnγ,1.90 ,28.62,0.04,Immune_modulation
16,REF,111,18.58,1.90 ,24.23,1.80 ,21.89,2.00 ,14.31,1.86,ifnγ,1.90 ,28.81,0.07,Immune_modulation
17,REF,111,18.46,1.90 ,24.18,1.80 ,21.18,2.00 ,14.53,1.86,ifnγ,1.90 ,30.65,0.05,Immune_modulation
18,REF,111,18.47,1.90 ,24.02,1.80 ,21.52,2.00 ,14.38,1.86,ifnγ,1.90 ,29.68,0.03,Immune_modulation
25,REF,101,19.1,1.90 ,23.95,1.80 ,21.76,2.00 ,14.14,1.86,ifnγ,1.90 ,27.1,0.08,Immune_modulation
26,REF,101,18.2,1.90 ,23.94,1.80 ,20.87,2.00 ,14.19,1.86,ifnγ,1.90 ,29.77,0.36,Immune_modulation,29.51_30.02
27,REF,101,19.49,1.90 ,23.8,1.80 ,21.61,2.00 ,14.2,1.86,ifnγ,1.90 ,26.56,0.04,Immune_modulation
28,REF,101,18.44,1.90 ,24.23,1.80 ,21.54,2.00 ,14.59,1.86,ifnγ,1.90 ,29.57,0.11,Immune_modulation
29,REF,101,18.3,1.90 ,24.11,1.80 ,21.67,2.00 ,14.24,1.86,ifnγ,1.90 ,28.38,0.08,Immune_modulation
